GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS430192948	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			23				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-16	08:52:00	obsr53116	S31607704	Traveling	P22	EBIRD	95	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431726650	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			40				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-23	16:05:00	obsr181500	S31726968	Traveling	P22	EBIRD	90	1.609		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75	Photos TBA	
URN:CornellLabOfOrnithology:EBIRD:OBS430759990	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-17	13:00:00	obsr170719	S31652302	Traveling	P22	EBIRD	60	1.609		8	1	G1930207	0	1	0		Matthew Dodder's Palo Alto Adult School birding class. Conditions clear, warm and windless..		
URN:CornellLabOfOrnithology:EBIRD:OBS429948715	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			200				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-07	16:58:00	obsr22201	S31589650	Traveling	P22	EBIRD	66	0.966		1	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS437636912	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			45				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-24	09:56:00	obsr46074	S32145494	Traveling	P22	EBIRD	80	1.609		9	1		0	1	0		SFBBO Fall Challenge fundraiser "Varied Twitchers" with Mike Rodgers		
URN:CornellLabOfOrnithology:EBIRD:OBS431033118	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			22				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-19	12:00:00	obsr625102	S31673068	Traveling	P22	EBIRD	120	4.828		1	1		1	1	0		The Sabine's Gull had flown off to the West pond ...		
URN:CornellLabOfOrnithology:EBIRD:OBS427724977	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			15				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-04	08:00:00	obsr420881	S31426427	Traveling	P22	EBIRD	60	0.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS430507667	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			50				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-17	17:47:00	obsr346343	S31632535	Traveling	P22	EBIRD	68	1.127		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS429322791	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			400				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2016-09-08	12:15:00	obsr330251	S31540498	Traveling	P22	EBIRD	60	1.207		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS431660298	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			65				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-23	11:50:00	obsr131532	S31721483	Traveling	P22	EBIRD	75	1.609		1	1		0	1	0		Lunch time walk on trail along channel between east and west ponds		
URN:CornellLabOfOrnithology:EBIRD:OBS430923699	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-17	13:00:00	obsr131532	S31664816	Traveling	P22	EBIRD	60	1.609		8	1	G1930207	0	1	0		Matthew Dodder's Palo Alto Adult School birding class. Conditions clear, warm and windless..		
URN:CornellLabOfOrnithology:EBIRD:OBS429203666	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			520				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-11	08:09:00	obsr61008	S31532386	Traveling	P22	EBIRD	191	2.414		1	1		0	1	0		Walked behind plant, then out along central levees. Joined by Richard Jeffers at about 10am	Flew in from east to east pond. Later mostly moved to west pond.	
URN:CornellLabOfOrnithology:EBIRD:OBS428313695	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			100				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-07	10:27:00	obsr141946	S31468516	Traveling	P22	EBIRD	176	2.333		3	1		0	1	0		<br />Submitted from eBird Android 1.2.5		
URN:CornellLabOfOrnithology:EBIRD:OBS430777199	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			28				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-18	14:00:00	obsr634968	S31653464	Traveling	P22	EBIRD	60	3.219		1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS430281062	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-16	10:27:00	obsr206500	S31614276	Traveling	P22	EBIRD	134	3.621		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427726533	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			300				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2016-09-04	10:00:00	obsr420881	S31426509	Traveling	P22	EBIRD	105	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS430531274	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			82				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-17	11:56:00	obsr222006	S31634236	Incidental	P20	EBIRD				3	0		0	1	0		Family bike ride		
URN:CornellLabOfOrnithology:EBIRD:OBS430895573	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-17	13:00:00	obsr726046	S31662044	Traveling	P22	EBIRD	60	1.609		8	0	G1930207	0	1	0		Matthew Dodder's Palo Alto Adult School birding class. Conditions clear, warm and windless..		
URN:CornellLabOfOrnithology:EBIRD:OBS430726618	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			50				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2016-09-18	11:40:00	obsr291805	S31649566	Traveling	P22	EBIRD	80	4.828		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS431709751	2018-08-18 20:18:48.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_136	32			Gilroy Ponds (SCRWA) and Llagas Creek	L551409	H	36.982867	-121.533329	2016-09-23	07:43:00	obsr316319	S31725685	Traveling	P22	EBIRD	170	4.828		15	1		0	1	0		Car trip through the levees.  -Submitted from eBird for iOS, version 1.3.0 Build 86		
URN:CornellLabOfOrnithology:EBIRD:OBS432453866	2018-08-03 08:40:14.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Palo Alto Baylands	L152122	H	37.459167	-122.10445	2016-09-26	14:01:00	obsr162851	S31774506	Traveling	P22	EBIRD	90	0.805		1	1	G1941175	0	1	0		<br>Submitted from eBird Android 1.3-beta7		
URN:CornellLabOfOrnithology:EBIRD:OBS432454101	2018-08-03 08:40:14.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Palo Alto Baylands	L152122	H	37.459167	-122.10445	2016-09-26	14:01:00	obsr300301	S31774522	Traveling	P22	EBIRD	90	0.805		1	1	G1941175	0	1	0		<br>Submitted from eBird Android 1.3-beta7		
URN:CornellLabOfOrnithology:EBIRD:OBS506552424	2019-04-04 19:24:11.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2016-09-18	12:50:00	obsr284646	S37277670	Traveling	P22	EBIRD	60	1.609		1	1		0	1	0		Clear skies, warm. Sabine's Gull continued.		
URN:CornellLabOfOrnithology:EBIRD:OBS428741337	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1300				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2016-09-09	13:10:00	obsr291515	S31499377	Traveling	P22	EBIRD	159	1.609		8	1	G1917060	0	1	1		<br />Submitted from eBird for iOS, version 1.2.6 Build 75	Careful estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS428742660	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1300				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2016-09-09	13:10:00	obsr56476	S31499451	Traveling	P22	EBIRD	159	1.609		8	1	G1917060	0	1	1		<br />Submitted from eBird for iOS, version 1.2.6 Build 75	Careful estimate	
URN:CornellLabOfOrnithology:EBIRD:OBS481220218	2018-08-03 11:02:44.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Lake Lagunita (SCL Co.)	L1884681	H	37.4223551	-122.17623	2017-03-21	12:00:00	obsr327945	S35639842	Traveling	P22	EBIRD	60	1.432		1	1		1	1	1			seen swimming in the lake. red neck and long thin bill.	
URN:CornellLabOfOrnithology:EBIRD:OBS681913794	2018-12-01 21:48:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A12	L776555	H	37.4337723	-121.9832611	2017-04-30	07:30:00	obsr227080	S50357715	Traveling	P22	EBIRD	30	0.483		1	0		0	1	0			In impoundment just east of Pond A12	
URN:CornellLabOfOrnithology:EBIRD:OBS492605668	2017-04-30 17:46:56.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A12	L776555	H	37.4337723	-121.9832611	2017-04-30	09:53:00	obsr53116	S36433692	Incidental	P20	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS489827087	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			12				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-04-24	07:58:00	obsr293948	S36237723	Traveling	P22	EBIRD	232	14.001		1	1		1	1	0		Counter clockwise loop on Alviso Slough Trail, taking the inner A13/A15/A14 levee. Tide was fairly high and rising.	3 on A15 east of A14, the rest on the western side of A12	
URN:CornellLabOfOrnithology:EBIRD:OBS493205102	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-05-01	16:05:00	obsr625102	S36470477	Traveling	P22	EBIRD	120	16.093		2	1	G2379723	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS493205562	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-05-01	16:05:00	obsr819064	S36470518	Traveling	P22	EBIRD	120	16.093		2	1	G2379723	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS495116197	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-05-06	08:08:00	obsr176649	S36591017	Traveling	P22	EBIRD	149	3.621		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516673488	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-03	15:35:00	obsr625102	S37954519	Traveling	P22	EBIRD	150	5.633		2	1	G2517153	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516585312	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			29				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-05	17:23:00	obsr819064	S37992935	Traveling	P22	EBIRD	117	9.656		1	1		1	1	0			The large one in the middle, with the dark stripe down the side of the neck, is a Wilson's Phalarope. The others are Red-necked Phalaropes.	
URN:CornellLabOfOrnithology:EBIRD:OBS517403399	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			50				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-09	07:06:00	obsr168076	S38050911	Traveling	P22	EBIRD	122	4.023		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522088261	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			10				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2017-07-30	12:26:00	obsr53116	S38395405	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS517289821	2018-08-03 12:45:20.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			40				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-08	10:30:00	obsr288062	S38042471	Traveling	P22	EBIRD	90	3.219		2	1	G2639960	0	1	0		With Jim Chiropolos	1 was in nice breeding plumage	
URN:CornellLabOfOrnithology:EBIRD:OBS520680493	2017-07-23 18:06:45.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			10				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-23	09:36:00	obsr347810	S38287431	Traveling	P22	EBIRD	124	3.541		1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS520505471	2018-08-03 12:47:38.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			13				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-22	10:15:00	obsr599888	S38274556	Traveling	P22	EBIRD	45	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522361945	2018-08-03 12:49:18.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-30	22:00:00	obsr8586	S38415721	Traveling	P22	EBIRD	75	4.828		2	1		0	1	0		Conditions: sunny and hot. Little or no wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS533473537	2018-08-03 12:45:20.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			40				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-08	10:30:00	obsr952887	S39225861	Traveling	P22	EBIRD	90	3.219		2	1	G2639960	0	1	0		With Jim Chiropolos	1 was in nice breeding plumage	
URN:CornellLabOfOrnithology:EBIRD:OBS517535997	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-07-09	08:10:00	obsr113663	S38048539	Traveling	P22	EBIRD	86	2.253		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS520507696	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			38				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-07-22	17:00:00	obsr417931	S38274709	Traveling	P22	EBIRD	160	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522124529	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2017-07-30	11:30:00	obsr417931	S38398019	Traveling	P22	EBIRD	110	14.484		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521850214	2018-12-03 00:36:37.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-29	07:15:00	obsr176649	S38377996	Traveling	P22	EBIRD	260	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521732461	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-28	18:00:00	obsr417931	S38369166	Traveling	P22	EBIRD	120	1.931		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522122901	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			50				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-30	08:15:00	obsr417931	S38397892	Traveling	P22	EBIRD	180	5.633		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521818427	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-28	12:46:00	obsr297758	S38375674	Traveling	P22	EBIRD	181	3.219		2	1	G2559310	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS520516052	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-22	09:21:00	obsr661331	S38275410	Traveling	P22	EBIRD	35	1.207		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS519047100	2018-12-10 22:54:33.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-16	07:28:00	obsr176649	S38168465	Traveling	P22	EBIRD	215	4.345		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS521815191	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2017-07-28	12:46:00	obsr330298	S38375423	Traveling	P22	EBIRD	181	3.219		2	1	G2559310	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516718241	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-03	15:35:00	obsr13267	S37955714	Traveling	P22	EBIRD	150	5.633		2	1	G2517153	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516733883	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-06	08:55:00	obsr141946	S38003748	Traveling	P22	EBIRD	90	4.345		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS517221921	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			10				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-08	14:30:00	obsr346950	S38037981	Traveling	P22	EBIRD	75	1.609		1	1		0	1	0			Estimated	
URN:CornellLabOfOrnithology:EBIRD:OBS517012343	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			69				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-07	13:50:00	obsr330298	S38023786	Traveling	P22	EBIRD	98	1.931		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522109941	2018-08-07 13:48:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			16				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Spreckles Ave. Pond (State at Spreckles)	L594010	H	37.43323	-121.966232	2017-07-30	12:05:00	obsr168076	S38396951	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS517671810	2017-07-13 20:16:20.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			130				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP--East Pond	L776809	H	37.4286605	-122.0139885	2017-07-10	08:00:00	obsr327685	S38069563	Stationary	P21	EBIRD	60			1	0		0	1	1			Flock in 2 or 3 groups. Mostly feeding within 50-60 yards of north east corner of East Pond.	
URN:CornellLabOfOrnithology:EBIRD:OBS518226325	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			189				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-07-12	16:23:00	obsr819064	S38109868	Traveling	P22	EBIRD	40	4.023		1	1		1	1	1			There were at least 189. See the photo of them flying in front of the buildings.	
URN:CornellLabOfOrnithology:EBIRD:OBS524744851	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			300				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2017-08-11	08:00:00	obsr243504	S38596793	Traveling	P22	EBIRD	105	1.609		2	1	G2579669	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542032140	2018-08-03 12:52:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Crittenden Marsh (Stevens Creek Nature Study Area)	L759446	H	37.4309097	-122.0660019	2017-08-13	15:34:00	obsr351935	S39951549	Traveling	P22	EBIRD	122	2.736		2	1		0	1	0				
