GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS374247082	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-04-25	16:00:00	obsr461273	S27588108	Traveling	P22	EBIRD	30	1.609		4	1		0	1	0		SCVAS Birdathon		
URN:CornellLabOfOrnithology:EBIRD:OBS310106409	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-04-14	09:09:00	obsr201587	S22859861	Incidental	P20	EBIRD				2	0	G1231572	0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8	A12, NW corner with EAGR	
URN:CornellLabOfOrnithology:EBIRD:OBS312097989	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-04-14	09:09:00	obsr440664	S22999959	Incidental	P20	EBIRD				2	0	G1231572	0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8	A12, NW corner with EAGR	
URN:CornellLabOfOrnithology:EBIRD:OBS313036483	2018-08-03 06:41:25.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Vasona Lake County Park	L210223	H	37.2385116	-121.9709873	2015-04-25	15:45:00	obsr287371	S23062246	Incidental	P20	EBIRD				1	0		0	1	0		<br />Submitted from BirdLog World for iOS, version 1.8	100m north of pier heading west towards rock embankment.	
URN:CornellLabOfOrnithology:EBIRD:OBS314527641	2019-01-26 00:05:04.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A12	L776555	H	37.4337723	-121.9832611	2015-04-30	19:20:00	obsr602491	S23155071	Traveling	P22	EBIRD	40	1.931		1	1		1	1	0		out and back		
URN:CornellLabOfOrnithology:EBIRD:OBS313688561	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-04-27	15:15:00	obsr533369	S23102550	Traveling	P22	EBIRD	100	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS313085601	2019-05-15 16:32:34.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			75				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-04-26	05:40:00	obsr171359	S23065304	Traveling	P22	EBIRD	127	1.609		1	1		0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS309120046	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-04-11	08:15:00	obsr293948	S22802104	Traveling	P22	EBIRD	188	14.001		1	1		1	1	0		Alviso Slough Trail via A13/A14/A15 levee <br />Submitted from BirdLog NA for iOS, version 1.8	Eastern end of A15, seen from A13/A15 levee.	
URN:CornellLabOfOrnithology:EBIRD:OBS319724239	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-05-14	16:59:00	obsr263917	S23448313	Traveling	P22	EBIRD	53	0.483		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6	<a href="http://www.kittiwakenaturephotography.com/p412906218/e465ae43b" title="Red-necked Phalarope"><img src="http://www.kittiwakenaturephotography.com/img/s7/v164/p1180361787-2.jpg" alt="Kittiwake Nature Photography: All Other Phalaropes &emdash; Red-necked Phalarope" /></a>	
URN:CornellLabOfOrnithology:EBIRD:OBS319474668	2019-01-26 00:09:19.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A12	L776555	H	37.4337723	-121.9832611	2015-05-11	19:10:00	obsr602491	S23433973	Traveling	P22	EBIRD	40	0.805		1	1		1	1	0		out & back		
URN:CornellLabOfOrnithology:EBIRD:OBS327232953	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1			Female, Adult (1)	United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-06-16	07:50:00	obsr420881	S23932453	Traveling	P22	EBIRD	130	11.265		1	1		0	1	0			Alternate-plumaged bird in New Chicago Marsh	
URN:CornellLabOfOrnithology:EBIRD:OBS330345355	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-05	07:29:00	obsr168076	S24158068	Traveling	P22	EBIRD	213	3.219		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS332335463	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			80				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-07-18	08:00:00	obsr420881	S24307886	Traveling	P22	EBIRD	280	16.093		2	1	G1350258	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS332533332	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-07-11	09:30:00	obsr93180	S24321680	Stationary	P21	EBIRD	32			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS332337074	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			80				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-07-18	08:00:00	obsr417931	S24308007	Traveling	P22	EBIRD	280	16.093		2	1	G1350258	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS368422442	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-26		obsr131532	S27102106	Incidental	P20	EBIRD				1	0		0	1	0			Sunnyvale WPCP	
URN:CornellLabOfOrnithology:EBIRD:OBS333931216	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			60				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-29	17:05:00	obsr298922	S24427232	Traveling	P22	EBIRD	60	1.609		1	1		0	1	0		walk due N on dyke from parking lot at waste treatment plant	all imm or non-breeding; some faint red necks on a couple	
URN:CornellLabOfOrnithology:EBIRD:OBS334012435	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			25				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-30	07:11:00	obsr168076	S24433558	Traveling	P22	EBIRD	214	3.621		1	1		1	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS332862297	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			10				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-22	07:20:00	obsr168076	S24346325	Traveling	P22	EBIRD	180	4.828		1	1		1	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS332600753	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-07-17	08:57:00	obsr330298	S24326682	Traveling	P22	EBIRD	115	0.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS331335078	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-07-11	10:31:00	obsr263917	S24232634	Traveling	P22	EBIRD	180	1.609		3	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS331030095	2015-07-11 00:08:48.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Alviso	L3781310	P	37.4322047	-121.9771671	2015-07-09	06:04:00	obsr178876	S24209313	Traveling	P22	EBIRD	146	3.219		1	1		0	1	0		Numbers of the more numerous species should not be taken too seriously.		
URN:CornellLabOfOrnithology:EBIRD:OBS332281884	2018-08-07 13:48:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Spreckles Ave. Pond (State at Spreckles)	L594010	H	37.43323	-121.966232	2015-07-18	07:00:00	obsr141784	S24304048	Traveling	P22	EBIRD	30	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS333008805	2018-08-07 13:48:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Spreckles Ave. Pond (State at Spreckles)	L594010	H	37.43323	-121.966232	2015-07-23	09:30:00	obsr321577	S24356929	Traveling	P22	EBIRD	30	0.322		1	1	G1421125	0	1	0			Two were mixed in with the large group of Wilson's Phalaropes. A third was mostly on its own. I gave a close scan to only about 500 of the birds in the group of Wilson's, so there may have been more among them.	
URN:CornellLabOfOrnithology:EBIRD:OBS332322399	2018-08-07 13:34:03.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Don Edwards NWR--New Chicago Marsh	L337098	H	37.4378422	-121.9631109	2015-07-18	07:45:00	obsr413787	S24305879	Traveling	P22	EBIRD	180	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS332636731	2018-08-03 06:57:15.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Gold St. ponds	L639247	H	37.4188211	-121.9732082	2015-07-18	14:30:00	obsr569499	S24329575	Traveling	P22	EBIRD	80	4.828		2	1		0	1	0		Road entrance to station.  Alviso loop.  Sunny, 70F, breezy.		
URN:CornellLabOfOrnithology:EBIRD:OBS331267250	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-07-11	09:30:00	obsr168076	S24228033	Traveling	P22	EBIRD	57	0.483		4	1		0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS333941211	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-07-21	09:15:00	obsr263917	S24428004	Traveling	P22	EBIRD	149	3.219		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS333576528	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			200				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-07-26	09:15:00	obsr16833	S24399362	Traveling	P22	EBIRD	210	10.863		1	1		0	1	1		both east and west ponds	estimated, large numbers in the eastern pond	
URN:CornellLabOfOrnithology:EBIRD:OBS368411602	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-04		obsr131532	S27101500	Incidental	P20	EBIRD				1	0		0	1	0			Sunnyvale WPCP	
URN:CornellLabOfOrnithology:EBIRD:OBS334720173	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			15				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-03	10:30:00	obsr420881	S24484338	Traveling	P22	EBIRD	70	4.023		2	1	G1365479	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS337518919	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1000				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-20	07:45:00	obsr293948	S24699326	Traveling	P22	EBIRD	240	9.334		1	1		1	1	0		<br />Submitted from eBird for iOS, version 1.1.0 Build 15		
URN:CornellLabOfOrnithology:EBIRD:OBS338568209	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			350				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-26	10:10:00	obsr420881	S24768264	Traveling	P22	EBIRD	80	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS338904593	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-08-28	09:10:00	obsr293948	S24792100	Traveling	P22	EBIRD	65	2.897		1	1		0	1	0		Ponds A15, A14, A9 <br />Submitted from eBird for iOS, version 1.1.0 Build 15		
URN:CornellLabOfOrnithology:EBIRD:OBS337718937	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-08-21	10:37:00	obsr321577	S24713944	Traveling	P22	EBIRD	41	0.805		2	1	G1383353	0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS337712042	2018-11-27 11:45:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso Marina County Park (please use a specific pond hotspot where possible)	L296043	H	37.4298703	-121.9793612	2015-08-21	10:37:00	obsr227469	S24713443	Traveling	P22	EBIRD	41	0.805		2	1	G1383353	0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS335562616	2019-02-06 01:04:28.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			80				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-08	06:30:00	obsr199985	S24547830	Traveling	P22	EBIRD	135	1.609		1	1		1	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS368411624	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-14		obsr131532	S27101501	Incidental	P20	EBIRD				1	0		0	1	0			WPCP in evening	
URN:CornellLabOfOrnithology:EBIRD:OBS338740261	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2015-08-27	10:10:00	obsr340133	S24780533	Traveling	P22	EBIRD	120	0.161		1	1		0	1	0		sunny, hot, breezy. birded marsh area on both sides of entrance road between railroad crossing and first pair of power towers as well as the pond at Spreckles and State. 3 - 10 other birders were also present in parts of this effort.	pond at Spreckles and State.	
URN:CornellLabOfOrnithology:EBIRD:OBS368411665	2018-12-06 11:21:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Sunnyvale WPCP (please use a more specific hotspot where possible)	L279204	H	37.4198391	-122.0144261	2015-08-29		obsr131532	S27101503	Incidental	P20	EBIRD				1	0		0	1	0			WPCP evening walk	
URN:CornellLabOfOrnithology:EBIRD:OBS339740944	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2015-08-28	08:15:00	obsr430761	S24847057	Traveling	P22	EBIRD	68	1.207		3	1	G1393880	0	1	0		70% clouds, 60's, wind 4 to  7 mph.  Herb Elliott, Kerry Runckle and I  birded the ponds near the railroad road tracks on both sides of the road. Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS337710931	2018-08-03 07:01:44.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond AB1	L776806	H	37.4416096	-122.063427	2015-08-21	16:15:00	obsr227469	S24713378	Traveling	P22	EBIRD	133	2.414		2	1	G1383357	0	1	0		Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS337880962	2015-08-25 01:34:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A2E	L776548	H	37.4367028	-122.0636845	2015-08-22	10:26:00	obsr263917	S24724799	Traveling	P22	EBIRD	97	0.805		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS337646679	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			60				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-08-21	07:55:00	obsr293948	S24708946	Traveling	P22	EBIRD	200	3.54		1	1		1	1	0		Majority of shorebirds on north side of A17 on exposed mudflats. <br />Submitted from eBird for iOS, version 1.1.0 Build 15	With Wilson's Phalaropes at State and Spreckles	
URN:CornellLabOfOrnithology:EBIRD:OBS336640346	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			200				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-08-15	07:20:00	obsr276807	S24630075	Traveling	P22	EBIRD	75	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS338011323	2018-08-03 07:02:10.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A2E	L776548	H	37.4367028	-122.0636845	2015-08-23	08:28:00	obsr168076	S24733183	Traveling	P22	EBIRD	263	5.633		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.0 Build 15	Crittenden Marsh	
URN:CornellLabOfOrnithology:EBIRD:OBS337719030	2018-08-03 07:01:44.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond AB1	L776806	H	37.4416096	-122.063427	2015-08-21	16:15:00	obsr321577	S24713948	Traveling	P22	EBIRD	133	2.414		2	1	G1383357	0	1	0		DETAILS TO BE ADDED. Submitted from  BirdLog NA for Android v1.9.3		
URN:CornellLabOfOrnithology:EBIRD:OBS338236680	2015-08-24 19:16:54.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Salt Pond A2E	L776548	H	37.4367028	-122.0636845	2015-08-24	09:30:00	obsr420881	S24747588	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS339674331	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			12				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-08-31	09:50:00	obsr230614	S24841968	Traveling	P22	EBIRD	100	1.609		1	1		0	1	0		Birded the entrance road and around the visitor's center		
URN:CornellLabOfOrnithology:EBIRD:OBS339072378	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2015-08-29	11:59:00	obsr50677	S24803930	Traveling	P22	EBIRD	52	0.483		1	1		0	1	0		Submitted from  BirdLog World for Android v1.9.7		
URN:CornellLabOfOrnithology:EBIRD:OBS339630068	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2015-08-28	10:00:00	obsr31302	S24838840	Stationary	P21	EBIRD	30			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS339733950	2018-08-07 13:42:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--entrance road (Grand Blvd.) between tracks and gate	L1764908	H	37.4334652	-121.9614815	2015-08-28	08:15:00	obsr38892	S24846637	Traveling	P22	EBIRD	68	1.207		3	1	G1393880	0	1	0		70% clouds, 60's, wind 4 to  7 mph.  Herb Elliott, Kerry Runckle and I  birded the ponds near the railroad road tracks on both sides of the road. Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS428392916	2018-08-03 07:02:04.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Alviso	L152075	T	37.42604	-121.97507	2015-08-23		obsr53116	S31475275	Incidental	P20	EBIRD				1	0		0	1	0			Alviso salt ponds	
URN:CornellLabOfOrnithology:EBIRD:OBS338904128	2018-11-27 11:44:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			26				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR (SCL Co.) (please use a more specific hotspot where possible)	L231517	H	37.4541093	-121.974181	2015-08-28	07:35:00	obsr293948	S24792065	Traveling	P22	EBIRD	95	5.794		1	1		0	1	0		Mostly A16 and A17 <br />Submitted from eBird for iOS, version 1.1.0 Build 15		
URN:CornellLabOfOrnithology:EBIRD:OBS339478991	2018-08-07 13:48:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			22				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32			Spreckles Ave. Pond (State at Spreckles)	L594010	H	37.43323	-121.966232	2015-08-30	15:40:00	obsr56476	S24827890	Stationary	P21	EBIRD	10			8	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.1 Build 19		
URN:CornellLabOfOrnithology:EBIRD:OBS336649534	2018-08-07 12:00:22.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Santa Clara	US-CA-085	US-CA_154	32	USFWS_608		Don Edwards NWR--Pond A16	L776552	H	37.4420185	-121.9687557	2015-08-15	10:35:00	obsr61008	S24630713	Traveling	P22	EBIRD	127	6.437		1	1		0	1	0		biked around A16, also included shorebirds from boardwalk in New Chicago Marsh	New Chicago Marsh	
URN:CornellLabOfOrnithology:EBIRD:OBS336119640	2018-08-19 00:52:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Santa Clara	US-CA-085		32			Sunnyvale WPCP--Lockheed Ponds and Marsh adjacent to Yahoo	L868971	H	37.4215375	-122.0243955	2015-08-12	07:02:00	obsr493742	S24588269	Traveling	P22	EBIRD	46	0.805		1	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
