GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS559039251	2018-12-11 14:45:18.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-03-22		obsr761571	S38521045	Historical	P62	EBIRD					1		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS314087401	2018-08-03 06:42:31.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			150				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-29	09:37:00	obsr533369	S23127702	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS314166750	2018-08-03 06:42:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			55				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-29	14:41:00	obsr171359	S23132540	Traveling	P22	EBIRD	75	3.219		1	1		0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS310707324	2018-08-03 06:38:10.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-17	10:45:00	obsr276807	S22910573	Traveling	P22	EBIRD	30	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS559251266	2018-08-03 06:40:56.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			25				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-04-25		obsr761571	S38527437	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS559234803	2018-08-03 06:36:47.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-04-12		obsr761571	S38527280	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS313816598	2018-08-03 06:42:07.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			40				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-27	16:45:00	obsr297774	S23110831	Traveling	P22	EBIRD	105	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS313467401	2018-08-03 06:41:48.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-26	13:00:00	obsr388759	S23088862	Traveling	P22	EBIRD	35	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS314522679	2018-08-03 06:42:49.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			150				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-30	17:30:00	obsr297774	S23154757	Traveling	P22	EBIRD	90	4.023		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS455720496	2017-01-08 22:51:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-04-26	14:30:00	obsr355579	S33553811	Traveling	P22	EBIRD	90	3.219		18	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS313867806	2018-08-03 06:42:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			75				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-28	11:45:00	obsr240927	S23114086	Traveling	P22	EBIRD	30	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS312968052	2018-08-03 06:41:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-04-25	16:21:00	obsr294407	S23058104	Traveling	P22	EBIRD	105	3.219		1	1		0	1	0		Birdathon <br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS312963910	2015-04-25 20:57:57.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-04-25	16:20:00	obsr420976	S23057861	Traveling	P22	EBIRD	4	8.047		13	1		0	1	0		<br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS310671072	2018-08-03 06:38:04.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			90				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-04-17	07:45:00	obsr165529	S22908206	Traveling	P22	EBIRD	105	1.207		1	1		0	1	1			dozens in NE salt pond, toward west side (best seen with scope)	
URN:CornellLabOfOrnithology:EBIRD:OBS321384224	2018-08-03 06:47:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-18	16:15:00	obsr297774	S23541944	Traveling	P22	EBIRD	90	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS315418761	2018-08-03 06:43:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-03	08:45:00	obsr205594	S23205179	Traveling	P22	EBIRD	195	3		13	1		0	1	0		Golden Gate Audubon Society Field trip led by Robert Lewis. Overcast and about 58f at start; clear skies by 10:30 w/temp rising to about 65f.		
URN:CornellLabOfOrnithology:EBIRD:OBS314637824	2016-08-09 15:09:59.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			127				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-01	09:58:00	obsr159439	S23161665	Traveling	P22	EBIRD	74	4.828		1	1		0	1	0		Incoming tide <br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS317941492	2018-08-03 06:45:08.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			100				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	08:00:00	obsr297774	S23348062	Traveling	P22	EBIRD	180	4.828		12	1	G2676591	0	1	0		FBC Monthly Walk		
URN:CornellLabOfOrnithology:EBIRD:OBS317252083	2018-08-03 06:44:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-07	11:15:00	obsr108152	S23308912	Traveling	P22	EBIRD	150	3.219		5	1	G1257730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS316976135	2018-08-03 06:44:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-07	11:15:00	obsr276807	S23293677	Traveling	P22	EBIRD	150	3.219		5	1	G1257730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS318612902	2015-05-11 13:44:06.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_141				Albany Bulb	L178143	H	37.890057	-122.32462	2015-05-01	20:00:00	obsr204648	S23384379	Traveling	P22	EBIRD_CAN	30	1		1	1		0	1	0		tide low beach exposed excellent visibility		
URN:CornellLabOfOrnithology:EBIRD:OBS559269740	2018-12-11 15:02:38.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-05-03		obsr761571	S38530213	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539983707	2018-08-03 06:45:08.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			100				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	08:00:00	obsr967167	S39806282	Traveling	P22	EBIRD	180	4.828		12	1	G2676591	0	1	0		FBC Monthly Walk		
URN:CornellLabOfOrnithology:EBIRD:OBS315487340	2018-08-03 06:43:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4			Female, Adult (2); Male, Adult (2)	United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-05-03	08:45:00	obsr115543	S23208949	Traveling	P22	EBIRD	226	3.219		12	1	G1249891	0	1	0		Behind locked gates. GGAS Birdathon trip.  Along pond 2B, then back to 3A and 3B.	In pond 2B	
URN:CornellLabOfOrnithology:EBIRD:OBS315533962	2018-08-03 06:43:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4			Female, Adult (2); Male, Adult (2)	United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-05-03	08:45:00	obsr620519	S23211521	Traveling	P22	EBIRD	226	3.219		12	1	G1249891	0	1	0		Behind locked gates. GGAS Birdathon trip.  Along pond 2B, then back to 3A and 3B.	In pond 2B	
URN:CornellLabOfOrnithology:EBIRD:OBS315605817	2018-08-03 06:43:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4			Female, Adult (2); Male, Adult (2)	United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-05-03	08:45:00	obsr620562	S23215446	Traveling	P22	EBIRD	226	3.219		12	1	G1249891	0	1	0		Behind locked gates. GGAS Birdathon trip.  Along pond 2B, then back to 3A and 3B.	In pond 2B	
URN:CornellLabOfOrnithology:EBIRD:OBS315426186	2018-08-03 06:43:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4			Female, Adult (2); Male, Adult (2)	United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-05-03	08:45:00	obsr30575	S23202458	Traveling	P22	EBIRD	226	3.219		12	1	G1249891	0	1	0		Behind locked gates. GGAS Birdathon trip.  Along pond 2B, then back to 3A and 3B.	In pond 2B	
URN:CornellLabOfOrnithology:EBIRD:OBS317576074	2018-08-03 06:45:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			130				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	09:36:00	obsr171564	S23328471	Traveling	P22	EBIRD	73	1.609		10	1	G1260977	0	1	0		Field trip led by Jerry Ting. Conditions overcast and cool with a light wind.  <br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS317961911	2018-08-03 06:45:17.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			130				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	09:36:00	obsr166679	S23349258	Traveling	P22	EBIRD	73	1.609		10	1	G1260977	0	1	0		Field trip led by Jerry Ting. Conditions overcast and cool with a light wind.  <br />Submitted from BirdLog NA for iOS, version 1.8		
URN:CornellLabOfOrnithology:EBIRD:OBS319931015	2018-08-03 06:46:54.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-15	11:15:00	obsr297774	S23459806	Traveling	P22	EBIRD	120	5.633		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS317738812	2015-05-09 19:53:46.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			130				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	08:15:00	obsr240927	S23337152	Traveling	P22	EBIRD	180	6.437		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS317277429	2018-08-03 06:44:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-07	11:15:00	obsr172295	S23310271	Traveling	P22	EBIRD	150	3.219		5	1	G1257730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS319524196	2018-08-03 06:45:08.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			100				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR (ALA Co.)	L500360	H	37.5316305	-122.0733619	2015-05-09	08:00:00	obsr351064	S23436910	Traveling	P22	EBIRD	180	4.828		12	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS317306050	2018-08-03 06:44:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-07	11:15:00	obsr425536	S23311900	Traveling	P22	EBIRD	150	3.219		5	1	G1257730	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS315917402	2018-08-03 06:44:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-05-04	10:35:00	obsr276807	S23232501	Traveling	P22	EBIRD	75	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS332839821	2015-07-22 10:15:27.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_141	32			Emeryville Crescent	L3804276	P	37.829162	-122.296363	2015-07-22	07:10:00	obsr60387	S24344713	Incidental	P20	EBIRD				1	0		0	1	0		50-60 large shorebirds on mudflats, unable to ID from bus. Likely mix of WILL, WHIM, and possibly MAGO.   <br />Submitted from eBird for iOS, version 1.0.1 Build 5	Foraging on shallow pond (panne) NE of trees at SW part of marsh.	
URN:CornellLabOfOrnithology:EBIRD:OBS332979543	2015-07-23 11:25:24.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Winton Ave. access and parking area	L470891	H	37.6465875	-122.1467042	2015-07-21	07:18:00	obsr175037	S24354916	Traveling	P22	EBIRD	100	3.219		20	1		0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS387525459	2016-04-01 16:00:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Hayward Marsh	L2220366	H	37.6298244	-122.138958	2015-07-11	15:30:00	obsr295906	S28679744	Stationary	P21	EBIRD	180			1	1		0	1	0		Doc Quack volunteer predator monitor @ Tern Town		
URN:CornellLabOfOrnithology:EBIRD:OBS338251185	2018-08-03 07:01:56.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2015-08-22	09:30:00	obsr240280	S24748565	Traveling	P22	EBIRD	180	4.828		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS559496920	2018-12-11 14:47:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-08-15		obsr761571	S38537775	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS338008548	2015-08-23 16:43:37.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-08-23	08:13:00	obsr250831	S24732971	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0			9:40 AM, (37.65356, -122.15626)	
URN:CornellLabOfOrnithology:EBIRD:OBS338464379	2015-08-25 21:30:31.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001					San Lorenzo Creek	L2430444	H	37.6721361	-122.1596432	2015-08-25	18:07:00	obsr294407	S24760445	Traveling	P22	EBIRD	20	1.609		1	1		0	1	0		Incoming tide. 2 hours before high tide. All birds seen in marsh area just north of San Lorenzo Creek.  <br />Submitted from eBird for iOS, version 1.0.1 Build 5	In small pond near the dirt trail which goes through the marsh just north of the creek mouth.	
URN:CornellLabOfOrnithology:EBIRD:OBS338840547	2018-08-03 07:02:44.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-08-27	10:45:00	obsr210310	S24788436	Traveling	P22	EBIRD	195	8.047		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS339013621	2015-08-29 11:26:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-08-23	15:00:00	obsr21713	S24800153	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS338292398	2018-08-03 07:01:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-08-22	09:30:00	obsr375143	S24750357	Traveling	P22	EBIRD	180	4.828		8	1		0	1	0		HARD walk with Ann		
URN:CornellLabOfOrnithology:EBIRD:OBS339734080	2018-08-03 07:02:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park--Visitor Center area	L1341883	H	37.5533565	-122.0907479	2015-08-28	11:56:00	obsr38892	S24846645	Traveling	P22	EBIRD	97	0.805		3	1	G1393878	0	1	0		50% cloud cover, 85, wind 4 to 7 mph.  Herb Elliott, Kerry Runckle and I  birded around the visitor center; briefly birded the butterfly gardens and also walked the boardwalk across the road into the ponds.  Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS336880654	2018-08-03 07:01:03.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2015-08-16	11:15:00	obsr569499	S24651566	Traveling	P22	EBIRD	195	4.023		12	1		0	1	0		GGAS Steve & Carol Lombardi trip from GRANT road access to WINTON AVE.  Sunny, clear blue skies, slight on shore breeze.  83F.  Habitat - shoreline to bay, slough and marsh habitat, some dry grass / scrub.		
URN:CornellLabOfOrnithology:EBIRD:OBS336799447	2018-08-03 07:01:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--H.A.R.D. Marsh	L1246774	H	37.6253809	-122.1395588	2015-08-16	09:25:00	obsr399340	S24646146	Traveling	P22	EBIRD	197	4.828		2	1		0	1	0		<br />Submitted from eBird for iOS, version 1.0.1 Build 5		
URN:CornellLabOfOrnithology:EBIRD:OBS339740893	2018-08-03 07:02:53.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park--Visitor Center area	L1341883	H	37.5533565	-122.0907479	2015-08-28	11:56:00	obsr430761	S24847054	Traveling	P22	EBIRD	97	0.805		3	1	G1393878	0	1	0		50% cloud cover, 85, wind 4 to 7 mph.  Herb Elliott, Kerry Runckle and I  birded around the visitor center; briefly birded the butterfly gardens and also walked the boardwalk across the road into the ponds.  Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS337292343	2015-08-19 16:28:12.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Winton Ave. access and parking area	L470891	H	37.6465875	-122.1467042	2015-08-16	13:38:00	obsr231136	S24682586	Traveling	P22	EBIRD	240	4.023		1	1		0	1	0		Sunny and hot.  High tide near beginning of field trip.  A low-flying helicopter flew directly over the roosting site at Frank's Dump at about 3 pm, scattering most of the birds into flight.  Much fewer birds returned to the roost in the aftermath.  I would like to think it wasn't deliberate.		
URN:CornellLabOfOrnithology:EBIRD:OBS335427705	2018-08-03 06:59:48.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Winton Ave. access and parking area	L470891	H	37.6465875	-122.1467042	2015-08-08	07:45:00	obsr34360	S24537647	Traveling	P22	EBIRD	45	1.609		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS337764092	2018-08-03 07:01:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2015-08-19	17:55:00	obsr166679	S24717017	Traveling	P22	EBIRD	95	1.609		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.0 Build 15		
URN:CornellLabOfOrnithology:EBIRD:OBS337151854	2018-08-03 07:01:14.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2015-08-18	07:50:00	obsr276807	S24671918	Traveling	P22	EBIRD	135	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427023321	2016-09-02 14:11:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_141	32			Brickyard Cove (ALA Co.)	L1365042	H	37.8613281	-122.3038056	2015-08-27	19:00:00	obsr458018	S31376114	Historical	P62	EBIRD				2	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS336847505	2015-08-16 19:46:32.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2015-08-16	11:15:00	obsr543423	S24649453	Traveling	P22	EBIRD	195	3.701		14	1	G1378748	0	1	0		With GGAS field trip, entering at Grant Ave and continuing to Winton Ave. access		
URN:CornellLabOfOrnithology:EBIRD:OBS336846915	2015-08-16 19:54:56.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2015-08-16	11:15:00	obsr604942	S24649407	Traveling	P22	EBIRD	195	3.701		14	1	G1378748	0	1	0		Walked from Grant Ave to Winton Ave, including Frank's dump		
URN:CornellLabOfOrnithology:EBIRD:OBS338412789	2018-08-03 07:02:25.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			10				United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2015-08-25	08:15:00	obsr276807	S24756796	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS342556648	2018-08-03 07:06:16.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2015-09-15	13:00:00	obsr91063	S25048943	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS357331016	2015-12-06 04:18:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2015-09-05	19:00:00	obsr620203	S26145040	Traveling	P22	EBIRD	45	0.805		2	1		0	1	0		Submitted from  BirdLog NA for Android v1.9.6		
URN:CornellLabOfOrnithology:EBIRD:OBS340764072	2018-08-03 07:04:46.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			14				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2015-09-06	17:55:00	obsr297774	S24920839	Traveling	P22	EBIRD	90	2.012		1	1		0	1	0				
