GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS420151723	2018-08-03 08:25:06.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			22				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32	USFWS_608		Don Edwards NWR--LaRiviere Marsh	L1026118	H	37.5327708	-122.0698932	2016-07-07	09:30:00	obsr296411	S30852343	Traveling	P22	EBIRD	135	4.023		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560997239	2018-12-11 14:45:22.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-05		obsr761571	S38548426	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560858597	2018-12-11 15:20:33.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-02		obsr761571	S38548319	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417823928	2016-07-26 23:17:52.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-13	15:15:00	obsr199985	S30678008	Traveling	P22	EBIRD	300	3.219		1	1		0	1	0		West Winton Ave., Tern breeding area, Frank's Dump <br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417706837	2016-07-26 23:35:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-12	18:15:00	obsr297774	S30668334	Traveling	P22	EBIRD	140	3.621		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417820903	2016-07-26 23:23:24.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-13	18:25:00	obsr297774	S30677767	Traveling	P22	EBIRD	135	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS415348998	2018-08-03 08:24:05.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-01	07:00:00	obsr276807	S30484397	Traveling	P22	EBIRD	150	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS561003410	2018-12-11 14:45:22.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			20				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-12		obsr761571	S37129977	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417503082	2018-08-03 08:25:50.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-07-11	18:15:00	obsr297774	S30653633	Traveling	P22	EBIRD	120	2.816		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417501241	2017-03-29 17:40:37.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-11	19:20:00	obsr171564	S30653504	Stationary	P21	EBIRD	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417666407	2016-07-26 23:25:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-12	18:00:00	obsr276807	S30665629	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417978641	2016-07-26 23:13:31.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-14	18:30:00	obsr397598	S30690320	Traveling	P22	EBIRD	90	3.219		1	1		0	1	0		looking for red-necked stint		
URN:CornellLabOfOrnithology:EBIRD:OBS417838925	2018-07-14 17:14:47.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	19:35:00	obsr285254	S30679058	Traveling	P22	EBIRD	75	0.805		2	1	G3342138	0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417811235	2019-01-09 15:31:40.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	18:05:00	obsr346343	S30676898	Traveling	P22	EBIRD	117	1.609		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417817782	2016-08-11 01:34:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	18:20:00	obsr140473	S30677481	Traveling	P22	EBIRD	135	1.609		2	1	G1847888	0	1	0		<br />Submitted from eBird for iOS, version 1.2.3 Build 71		
URN:CornellLabOfOrnithology:EBIRD:OBS417652952	2016-07-26 23:25:02.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-12	19:14:00	obsr159439	S30664503	Traveling	P22	EBIRD	45	3.219		4	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417964447	2016-08-11 01:34:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	18:20:00	obsr192251	S30688987	Traveling	P22	EBIRD	135	1.609		2	1	G1847888	0	1	0		<br />Submitted from eBird for iOS, version 1.2.3 Build 71		
URN:CornellLabOfOrnithology:EBIRD:OBS417408319	2018-08-03 08:25:43.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-11	05:35:00	obsr166679	S30645958	Traveling	P22	EBIRD	125	1.931		1	1		0	1	0		Walked from the Winton Ave entrance directly to Frank's Dump, where i spent almost all of my time trying (and failing) to find the Red-necked Stint photographed yesterday.		
URN:CornellLabOfOrnithology:EBIRD:OBS418245925	2017-06-30 00:40:35.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-16	12:49:00	obsr553441	S30711208	Traveling	P22	EBIRD	120	8.047		2	0		0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417496821	2016-07-13 01:36:40.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-11	16:15:00	obsr230614	S30652969	Traveling	P22	EBIRD	180	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS420408439	2016-09-05 13:34:39.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-27	09:35:00	obsr182995	S30872646	Traveling	P22	EBIRD	255	1.201		3	1		0	1	0		Sunny, wind 5-10 mph, 72F. Ran into and birded a while with Alan Hopkins and Dave Weber<br />Submitted from eBird for iOS, version 1.2.3 Build 71		
URN:CornellLabOfOrnithology:EBIRD:OBS417500659	2018-08-03 08:25:50.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-11	17:20:00	obsr166679	S30653459	Traveling	P22	EBIRD	185	1.931		1	1		0	1	0		Walked from the Winton Ave entrance to Frank's Dump where i spent virtually all of my time. I started alone, but was joined gradually by more and more birders hunting for the Red-necked Stint. Eventually, there were 11 birders present who all got to see the bird.		
URN:CornellLabOfOrnithology:EBIRD:OBS417817325	2016-07-26 23:23:24.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	17:53:00	obsr92733	S30677429	Traveling	P22	EBIRD	130	0.322		2	1		0	1	0		<br />Submitted from eBird Android 1.2.3		
URN:CornellLabOfOrnithology:EBIRD:OBS417810466	2016-07-26 23:24:25.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	15:13:00	obsr336038	S30676844	Traveling	P22	EBIRD	147	1.609		2	1	G1846995	0	1	0		<br />Submitted from eBird Android 1.2.3. Sunny with slight westerlies, tide was in flow mode		
URN:CornellLabOfOrnithology:EBIRD:OBS417791018	2016-07-26 23:24:25.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	15:13:00	obsr273117	S30675249	Traveling	P22	EBIRD	147	1.609		2	1	G1846995	0	1	0		<br />Submitted from eBird Android 1.2.3. Sunny with slight westerlies, tide was in flow mode		
URN:CornellLabOfOrnithology:EBIRD:OBS417773878	2016-07-26 23:23:24.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	10:45:00	obsr58810	S30673913	Traveling	P22	EBIRD	145	0.161		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS639752604	2018-07-14 17:14:47.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	19:35:00	obsr438747	S47194044	Traveling	P22	EBIRD	75	0.805		2	1	G3342138	0	1	0		<br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417742377	2016-07-26 23:26:59.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-12	17:55:00	obsr60864	S30671234	Traveling	P22	EBIRD	120	0.161		2	1		0	1	0		Just the ponded area and immediate vicinity at 'Frank's Dump'. <br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS417745398	2016-07-13 15:29:09.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-07-13	09:30:00	obsr543423	S30671475	Traveling	P22	EBIRD	105	0.805		1	1		0	1	0		No luck with the stint.		
URN:CornellLabOfOrnithology:EBIRD:OBS423189291	2016-08-13 19:16:22.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			23				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-08-13	10:28:00	obsr559966	S31082564	Traveling	P22	EBIRD	160	4.184		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421429982	2018-08-03 08:29:11.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-08-02	08:00:00	obsr276807	S30950840	Traveling	P22	EBIRD	240	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS425453976	2018-08-03 08:33:23.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-08-25	09:15:00	obsr210310	S31250541	Traveling	P22	EBIRD	315	16.093		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS426137827	2016-08-28 23:43:08.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1			Unknown Sex, Juvenile (1)	United States	US	California	US-CA	Alameda	US-CA-001					Hayward Regional Shoreline--Grant Ave. access	L749295	H	37.6679579	-122.1614027	2016-08-28	11:00:00	obsr87965	S31307322	Incidental	P20	EBIRD				1	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423145528	2016-08-13 14:47:26.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline--Frank's Dump	L526261	H	37.6540967	-122.1544504	2016-08-13	10:21:00	obsr159439	S31079558	Traveling	P22	EBIRD	86	2.414		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS423224934	2018-08-03 08:31:01.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-08-13	18:10:00	obsr297774	S31085149	Traveling	P22	EBIRD	100	2.012		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423423697	2018-08-03 08:31:12.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-08-14	18:15:00	obsr297774	S31099249	Traveling	P22	EBIRD	105	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS424974268	2016-10-14 22:56:46.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001					Middle Harbor Shoreline Park	L774817	H	37.8054779	-122.3259401	2016-08-23	08:15:00	obsr316146	S31214026	Traveling	P22	EBIRD	150	2.414		22	1		0	1	0		overcast & very breezey at start, 65°F  sunny & lite breezes by end ... 70°F		
URN:CornellLabOfOrnithology:EBIRD:OBS431855093	2016-09-24 18:04:14.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Eden Landing Ecological Preserve	L4945931	P	37.622035	-122.122595	2016-09-24	09:27:00	obsr240280	S31735159	Traveling	P22	EBIRD	115	1.609		1	1		0	1	0		 -Submitted from eBird for iOS, version 1.3.0 Build 86		
URN:CornellLabOfOrnithology:EBIRD:OBS429306553	2016-09-11 22:41:23.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Eden Landing	L4918963	P	37.62137	-122.1226931	2016-09-09	11:15:00	obsr316146	S31539304	Traveling	P22	EBIRD	75	2.414		1	1		0	1	0		Sunny, 75F slight breeze ...		
URN:CornellLabOfOrnithology:EBIRD:OBS431109009	2016-09-21 10:40:58.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			34				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2016-09-20	09:35:00	obsr127160	S31678733	Traveling	P22	EBIRD	213	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS430934050	2018-08-03 08:38:27.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-09-19	07:25:00	obsr276807	S31665627	Traveling	P22	EBIRD	230	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427065569	2018-08-03 08:34:55.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			4				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-09-02	08:00:00	obsr276807	S31379342	Traveling	P22	EBIRD	150	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS432263320	2017-08-16 20:09:46.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			15				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Eden Landing	L4918963	P	37.62137	-122.1226931	2016-09-25	07:45:00	obsr316146	S31761018	Traveling	P22	EBIRD	150	2.816		1	1		0	1	0		72°F, sunny, slight breeze,		
URN:CornellLabOfOrnithology:EBIRD:OBS429023093	2018-08-03 08:36:51.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			8				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park--Visitor Center area	L1341883	H	37.5533565	-122.0907479	2016-09-10	16:41:00	obsr458018	S31520485	Traveling	P22	EBIRD	180	3.219		3	1		0	1	0		Up glider hill, down quail, to main marsh<br />Submitted from eBird Android 1.2.5		
URN:CornellLabOfOrnithology:EBIRD:OBS427016981	2016-09-05 13:29:41.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001					Emeryville Marina	L764558	H	37.8393943	-122.3118854	2016-09-02	08:20:00	obsr230614	S31375645	Traveling	P22	EBIRD	85	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS429207279	2018-08-03 08:36:59.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			5				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-11	08:29:00	obsr330298	S31532625	Traveling	P22	EBIRD	249	4.184		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS426876744	2018-08-03 08:34:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			30				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-01	08:00:00	obsr276807	S31364261	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS428694335	2018-08-03 08:36:30.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-09	10:18:00	obsr159439	S31496264	Traveling	P22	EBIRD	109	3.219		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS428552926	2018-08-03 08:36:21.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-08	11:35:00	obsr230614	S31486161	Traveling	P22	EBIRD	190	3.219		2	1		1	1	0		with Michael Park		
URN:CornellLabOfOrnithology:EBIRD:OBS428692316	2019-05-20 15:13:32.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-09	10:04:00	obsr518028	S31496133	Traveling	P22	EBIRD	112	3.219		1	0		0	1	0		<br />Submitted from eBird Android 1.2.5	<a href="https://www.flickr.com/photos/59413471@N07/30038624691/in/dateposted-public/" title="Red-necked Phalarope at Coyote Hills Regional Park in CA"><img src="https://live.staticflickr.com/8134/30038624691_708bf0f1bf_k.jpg" alt="Red-necked Phalarope at Coyote Hills Regional Park in CA" /></a>	
URN:CornellLabOfOrnithology:EBIRD:OBS428775626	2018-08-03 08:36:33.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			9				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-09	16:10:00	obsr297774	S31502451	Traveling	P22	EBIRD	185	4.426		1	1		1	1	0			Main Marsh Main Pond	
URN:CornellLabOfOrnithology:EBIRD:OBS428581319	2016-09-09 01:30:42.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-08	10:40:00	obsr206500	S31488478	Traveling	P22	EBIRD	274	5.633		1	1		0	1	0		I forgot my binoculars, but had a telephoto lens. With Aaron Maizlish for most of the time.<br />Submitted from eBird Android 1.2.5		
URN:CornellLabOfOrnithology:EBIRD:OBS460762609	2017-01-27 15:01:31.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			X				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-08	14:20:00	obsr91063	S33967163	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS428763804	2018-08-03 08:36:34.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-09	17:11:00	obsr115521	S31501336	Traveling	P22	EBIRD	107	4.023		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.6 Build 75		
URN:CornellLabOfOrnithology:EBIRD:OBS429222379	2018-08-03 08:36:59.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			7				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Coyote Hills Regional Park	L216132	H	37.553764	-122.0875025	2016-09-11	08:15:00	obsr276807	S31533832	Traveling	P22	EBIRD	140	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS427930576	2018-08-03 08:35:44.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2016-09-05	08:20:00	obsr276807	S31439955	Traveling	P22	EBIRD	250	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS487453225	2018-08-03 11:45:01.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154	32			Hayward Regional Shoreline--Interpretive Center	L587721	H	37.6233925	-122.1372843	2017-04-18	15:00:00	obsr240927	S36083697	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS488859940	2018-08-03 11:46:28.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			16				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2017-04-21	16:30:00	obsr217779	S36177266	Traveling	P22	EBIRD	90	6.437		1	1		1	1	0		biking and birding from W. Winton Ave entrance to Cogswell Marsh and Hayward Marsh	Seen in the Hayward Marsh.	
URN:CornellLabOfOrnithology:EBIRD:OBS489546911	2018-08-03 11:47:51.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			1				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2017-04-23	13:15:00	obsr761571	S36219411	Traveling	P22	EBIRD	145	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS489846602	2018-08-03 11:48:04.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			6				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2017-04-24	07:30:00	obsr276807	S36238929	Traveling	P22	EBIRD	240	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS489085241	2018-08-03 11:47:16.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			2				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2017-04-22	16:02:00	obsr504628	S36190694	Traveling	P22	EBIRD	99	3.219		18	1	G2356128	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS481078358	2018-08-03 11:15:47.0	5925	species	Red-necked Phalarope	Phalaropus lobatus			3				United States	US	California	US-CA	Alameda	US-CA-001	US-CA_154				Hayward Regional Shoreline	L225431	H	37.6419316	-122.1517012	2017-04-01	13:30:00	obsr761571	S35630183	Traveling	P22	EBIRD	150	4.828		1	1		0	1	0				
